,PA,K,Kloc,Khisto,CA,QA,AA,AD,QD
Overall,77.54925266932689,0.6573528935778947,0.8423543445987794,0.7803757383016734,6.666666666666667,27.811848079591982,43.070737923068236,8.06063950644238,14.390107824230736
