,PA,K,Kloc,Khisto,CA,QA,AA,AD,QD
Overall,79.156812089898,0.6796643445246566,0.8443220461506404,0.8049823495943558,6.666666666666667,28.266621108704566,44.22352431452677,8.154030572434678,12.689157337667323
