,PA,K,Kloc,Khisto,CA,QA,AA,AD,QD
Overall,79.23676050245201,0.6808556849910289,0.8661669975500729,0.7860559071366244,6.666666666666667,28.2742408755393,44.295852960246044,6.844230979150767,13.919008518397224
