,PA,K,Kloc,Khisto,CA,QA,AA,AD,QD
Overall,79.52987099095604,0.6855543302419844,0.8581177940505956,0.7989046900029243,6.666666666666667,28.23423680324938,44.628967521039996,7.379006011797173,13.091122997246785
