,PA,K,Kloc,Khisto,CA,QA,AA,AD,QD
Overall,70.22593765034546,0.560867744987572,0.7944895846919454,0.7059472594660159,6.666666666666667,25.531294175877473,38.02797680780132,9.836686921612136,19.937375428042404
