,PA,K,Kloc,Khisto,CA,QA,AA,AD,QD
Overall,74.65514034938772,0.6157984959498761,0.8158265536431581,0.7548154607127754,6.666666666666667,27.36571117820056,40.622762504520495,9.170618604632342,16.174241045979944
