,PA,K,Kloc,Khisto,CA,QA,AA,AD,QD
Overall,74.66726905925682,0.6160344328780814,0.8077654961141448,0.7626401917903038,6.666666666666667,27.356763791879114,40.64383860071105,9.672545048049919,15.660185892693256
