,PA,K,Kloc,Khisto,CA,QA,AA,AD,QD
Overall,80.17986876735922,0.6944598234411385,0.8746098914827798,0.7940223752372366,6.666666666666667,28.46418435310914,45.04901774758341,6.458538005312365,13.361593227328417
