,PA,K,Kloc,Khisto,CA,QA,AA,AD,QD
Overall,58.092469296267815,0.47724063755589285,0.6473482330597609,0.7372239749541971,7.142857142857142,12.691135867238595,38.25847628617207,20.841826043131096,21.065704660601092
