,PA,K,Kloc,Khisto,CA,QA,AA,AD,QD
Overall,68.9649062309345,0.5951602933415063,0.7195894497341605,0.8270831285274924,7.142857142857142,16.19694066199246,45.62510842608489,17.77925143903024,13.25584233003526
