,PA,K,Kloc,Khisto,CA,QA,AA,AD,QD
Overall,64.87853789225179,0.5484713424137256,0.7014451908220344,0.7819161776146241,7.142857142857142,15.07368101554867,42.661999733845974,18.15814743096632,16.96331467678189
