,PA,K,Kloc,Khisto,CA,QA,AA,AD,QD
Overall,57.72184938592535,0.46471063327702244,0.6034209335383957,0.7701268011237349,7.142857142857142,13.875281377435197,36.70371086563301,24.122337462532183,18.155813151542468
