,PA,K,Kloc,Khisto,CA,QA,AA,AD,QD
Overall,44.416881084378886,0.3410121327492761,0.5441854787917844,0.6266468805937282,7.142857142857142,8.510948218519095,28.763075723002647,24.092204037242375,31.49091487837874
