,PA,K,Kloc,Khisto,CA,QA,AA,AD,QD
Overall,63.76084246266479,0.5379465141440638,0.6814108241829943,0.7894598897648231,7.142857142857142,14.426487864456078,42.191497455351566,19.7263587893578,16.51279874797741
