,PA,K,Kloc,Khisto,CA,QA,AA,AD,QD
Overall,66.10371627894638,0.5645625600005711,0.7077235952909667,0.7977161758588284,7.142857142857142,15.012932398120132,43.9479267379691,18.14965914215232,15.746624578901303
