,PA,K,Kloc,Khisto,CA,QA,AA,AD,QD
Overall,69.16533595055571,0.5990857928061418,0.7309541687692116,0.8195941940038305,7.142857142857142,15.946263930533796,46.07621487716478,16.959494946815568,13.875169102628714
