,PA,K,Kloc,Khisto,CA,QA,AA,AD,QD
Overall,70.38353535353536,0.5831654388510116,0.6782871298257133,0.8597619108604592,10.0,18.94911457239056,41.4344207811448,19.65242424242424,9.964040404040396
