,PA,K,Kloc,Khisto,CA,QA,AA,AD,QD
Overall,72.02454545454545,0.605365852144004,0.6885391401018364,0.8792032535063571,10.0,19.11040593561881,42.91413951892664,19.41222222222224,8.563232323232306
