,PA,K,Kloc,Khisto,CA,QA,AA,AD,QD
Overall,69.01818181818182,0.5652253806456458,0.6708699340690571,0.8425260276867069,10.0,18.74050875410673,40.27767306407508,19.76030303030304,11.221515151515149
