,PA,K,Kloc,Khisto,CA,QA,AA,AD,QD
Overall,72.27949494949495,0.6089702264083087,0.6940326353500278,0.877437450907739,10.0,19.108965806142233,43.17052914335272,19.0319191919192,8.688585858585851
