,PA,K,Kloc,Khisto,CA,QA,AA,AD,QD
Overall,63.55707070707071,0.4968440260264321,0.6012709018054981,0.8263230842113052,10.0,17.571307550760125,35.98576315631058,23.863737373737383,12.579191919191912
