,PA,K,Kloc,Khisto,CA,QA,AA,AD,QD
Overall,65.55848484848485,0.5140089946435821,0.5894774657689198,0.8719739506464493,10.0,19.131373272523224,36.42711157596163,25.36848484848485,9.073030303030293
