,PA,K,Kloc,Khisto,CA,QA,AA,AD,QD
Overall,67.7548484848485,0.5510866793956929,0.6458183096724863,0.8533153537798662,10.0,18.17065113651669,39.584197348331806,21.70888888888889,10.536262626262616
