,PA,K,Kloc,Khisto,CA,QA,AA,AD,QD
Overall,71.57575757575758,0.599214889195645,0.6863730429626083,0.8730163507139495,10.0,19.078596839098047,42.49716073665953,19.418383838383846,9.005858585858572
